,name,rating,reviews,avg_salary,industry,locations,highly_rated_for,critically_rated_for
195,American Express,4.1,3.8k,25.2k,Financial Services,Gurugram +55 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
196,Aditya Birla Sun Life Insurance,4.0,3.8k,10k,Insurance,Mumbai +495 other locations,"Work Life Balance, Company Culture, Job Security",
197,Subros,3.8,3.8k,12.6k,Auto Components,Noida +89 other locations,"Job Security, Company Culture, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal"
198,Grasim Industries,4.0,3.8k,12.8k,Building Material,Bharuch +248 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
199,Reliance Communications,4.0,3.8k,9.4k,Telecom,Mumbai +468 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
200,Kyndryl,4.0,3.8k,26.5k,IT Services & Consulting,Bengaluru +38 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
201,Carelon Global Solutions,3.9,4.2k,28.5k,IT Services & Consulting,Bengaluru +21 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
202,XpressBees,4.2,3.8k,8.1k,Logistics,Pune +478 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
203,Altruist Technologies,4.4,3.8k,8.3k,BPO,Bengaluru +43 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
204,ADP Private Limited,3.9,3.8k,22.1k,Software Product,Hyderabad +41 other locations,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
205,PNB MetLife,3.4,3.8k,8.2k,Insurance,New Delhi +425 other locations,,"Job Security, Company Culture, Work Satisfaction"
206,Viatris,4.1,3.8k,14.1k,Pharma,Hyderabad +80 other locations,"Salary & Benefits, Job Security, Work Life Balance",
207,Aditya Birla Capital,3.8,3.8k,14.1k,NBFC,Mumbai +343 other locations,Work Life Balance,Promotions / Appraisal
208,PVR INOX,3.9,3.8k,9.5k,Media & Entertainment,New Delhi +149 other locations,Job Security,Promotions / Appraisal
209,Escorts Kubota Limited,4.1,3.8k,13.5k,Automobile,Faridabad +158 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
210,Maersk,4.0,3.7k,19.1k,Logistics,Chennai +49 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
211,Cloudnine Hospital,4.4,3.7k,3k,Healthcare,Bengaluru +46 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
212,KPIT Technologies,2.9,3.7k,23.5k,Software Product,Pune +43 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
213,Synechron,3.4,3.7k,28.3k,IT Services & Consulting,Pune +33 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
214,Birlasoft,3.5,3.7k,29.9k,IT Services & Consulting,Pune +50 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
215,JK Cement,4.0,3.7k,9.9k,Building Material,New Delhi +332 other locations,Salary & Benefits,
216,Glenmark Pharmaceuticals,3.8,3.7k,12.4k,Pharma,Mumbai +187 other locations,,Promotions / Appraisal
217,Dabur,3.8,3.7k,8.9k,FMCG,New Delhi +321 other locations,Salary & Benefits,Promotions / Appraisal
218,Sodexo,4.0,3.7k,9.9k,Facility Management Services,Mumbai +160 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
219,Bharat Electronics,4.2,3.6k,12.6k,Electronics Manufacturing,Bengaluru +87 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
220,Kotak Mahindra Life Insurance Company,3.5,3.6k,12.6k,Insurance,Mumbai +257 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
221,Godrej & Boyce Manufacturing,3.9,3.6k,15.1k,Consumer Electronics & Appliances,Mumbai +168 other locations,Job Security,Promotions / Appraisal
222,Cogent E Services,3.2,3.6k,10.3k,BPO,Noida +56 other locations,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
223,Samvardhana Motherson Group,3.7,3.6k,12.1k,Auto Components,Noida +94 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
224,Abbott,4.1,3.6k,12k,Pharma,Mumbai +214 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
225,Ipca Laboratories,3.8,3.6k,11.5k,Pharma,Mumbai +161 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
226,Aarti Industries,4.1,3.6k,14.4k,Agro Chemicals,Bharuch +58 other locations,"Job Security, Work Life Balance, Company Culture",
227,PhonePe,4.0,3.6k,13.4k,FinTech,Bengaluru +399 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
228,Reliance Projects & Property Management Services,4.0,3.5k,7.3k,Other,Kolkata +621 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
229,Indian Oil Corporation,4.4,3.5k,7.8k,Oil & Gas,New Delhi +314 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
230,Reliance Digital,4.1,3.5k,7.9k,Retail,Mumbai +379 other locations,"Skill Development / Learning, Job Security, Company Culture",
231,MRF Tyres,3.6,3.5k,12.8k,Auto Components,Chennai +194 other locations,,"Company Culture, Work Satisfaction, Work Life Balance"
232,Alkem Laboratories,3.9,3.5k,9.8k,Pharma,Mumbai +200 other locations,Salary & Benefits,Promotions / Appraisal
233,IGT Solutions,3.2,3.5k,13.5k,BPO,New Delhi +47 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
234,Johnson Controls,3.5,3.5k,17.7k,Industrial Automation,Pune +58 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
235,UNO Minda,4.0,3.5k,11.4k,Auto Components,Pune +110 other locations,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
236,"NTT DATA, Inc.",3.9,3.5k,21.2k,IT Services & Consulting,Bengaluru +36 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
237,Honda Motorcycle & Scooter,4.1,3.5k,11.1k,Automobile,Gurugram +300 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
238,Blinkit,3.8,3.5k,12.8k,Internet,Gurugram +150 other locations,Salary & Benefits,"Promotions / Appraisal, Job Security"
239,ArcelorMittal Nippon Steel,4.1,3.4k,12.1k,Iron & Steel,Surat +86 other locations,"Job Security, Work Life Balance, Company Culture",
240,[24]7.ai,3.4,3.4k,11.7k,Software Product,Bengaluru +36 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
241,Vishal Mega Mart,3.8,3.4k,6.2k,Retail,New Delhi +377 other locations,Salary & Benefits,
242,Hindustan Coca Cola Beverages,4.0,3.4k,7.8k,Beverage,Bengaluru +263 other locations,"Salary & Benefits, Skill Development / Learning, Company Culture",Promotions / Appraisal
243,UBS,3.8,3.4k,32k,Financial Services,Pune +19 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security"
244,DTDC Express,3.7,3.4k,8.7k,Logistics,New Delhi +271 other locations,,"Promotions / Appraisal, Salary & Benefits"
245,IndusInd Nippon Life Insurance,3.4,3.4k,4.6k,Mumbai +489 other locations,,,"Job Security, Work Satisfaction, Company Culture"
246,Bajaj General Insurance Limited,3.7,3.4k,10.7k,Insurance,Pune +304 other locations,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
247,ABB,4.0,3.4k,18.1k,Industrial Machinery,Bengaluru +109 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
248,Ford Motor,4.2,3.4k,15.3k,Automobile,Chennai +131 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
249,Barclays,3.7,3.3k,32.4k,Banking,Pune +35 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
250,Ceat Tyres,3.9,3.3k,13.1k,Auto Components,Nagpur +142 other locations,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
251,HARMAN,3.8,3.3k,24.2k,Consumer Electronics & Appliances,Bengaluru +42 other locations,Work Life Balance,Promotions / Appraisal
252,RSPL Group,4.0,3.3k,9.6k,FMCG,Kanpur +257 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
253,AGS Health,4.0,3.3k,14.5k,Analytics & KPO,Chennai +65 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
254,TVS Credit Services Ltd,4.2,3.3k,7.1k,NBFC,Chennai +437 other locations,"Company Culture, Salary & Benefits, Work Life Balance",
255,NatWest Group,4.0,3.3k,21.2k,Banking,Gurugram +28 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
256,Croma,3.8,3.3k,9.1k,Retail,Mumbai +192 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
257,InterGlobe Aviation,3.5,3.3k,13.3k,Aviation,New Delhi +105 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
258,Alstom Transportation,3.7,3.2k,15.1k,Engineering & Construction,Bengaluru +80 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
259,Conduent,3.4,3.2k,16.9k,BPO,Bengaluru +34 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
260,Niva Bupa Health Insurance Company,4.0,3.2k,8.3k,Insurance,New Delhi +321 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
261,Indian Air Force,4.6,3.2k,5.4k,Defence & Aerospace,New Delhi +134 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
262,GeBBS Healthcare Solutions,3.8,3.2k,11.2k,BPO,Mumbai +24 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
263,Tata Technologies,3.5,3.2k,22.9k,Engineering & Construction,Pune +58 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
264,Tata AIG,4.0,3.2k,11.4k,Insurance,Mumbai +260 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
265,Allcargo Logistics,3.8,3.2k,7.1k,Logistics,Mumbai +175 other locations,,Promotions / Appraisal
266,UPL,4.1,3.2k,11.1k,Agro Chemicals,Ankleshwar +185 other locations,"Job Security, Company Culture, Work Life Balance",
267,PepsiCo,4.0,3.1k,13.7k,Food Processing,Hyderabad +279 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
268,Max Healthcare,4.0,3.1k,10.5k,Healthcare,New Delhi +78 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
269,Amazon Transportation Services,4.2,3.1k,8.5k,Logistics,Hyderabad +226 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",
270,Marpu Foundation,4.9,3.1k,60,Non-Profit,Hyderabad +61 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
271,Dilip Buildcon,3.9,3.1k,8k,Engineering & Construction,Bhopal +229 other locations,Salary & Benefits,"Promotions / Appraisal, Job Security"
272,Titan Company,4.2,3.1k,9.7k,Retail,Bengaluru +185 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
273,Walmart,3.5,3.1k,22.9k,Retail,Bengaluru +91 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
274,Mankind Pharma,3.8,3.1k,9.6k,Pharma,New Delhi +247 other locations,Salary & Benefits,
275,Jindal Stainless,4.2,3.1k,11.6k,Iron & Steel,Jajpur +78 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
276,Varroc Group,3.6,3.1k,9.5k,Auto Components,Pune +62 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
277,S&P Global,4.0,3.1k,20.6k,Analytics & KPO,Hyderabad +47 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
278,MSN Laboratories,3.6,3.1k,9.5k,Pharma,Hyderabad +105 other locations,Job Security,"Company Culture, Work Life Balance, Work Satisfaction"
279,Sagility,3.9,3.1k,12k,BPO,Bengaluru +27 other locations,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
280,Societe Generale Global Solution Centre,3.6,3.1k,23.1k,IT Services & Consulting,Bengaluru +23 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
281,Quest Global,3.5,3k,21.4k,IT Services & Consulting,Bengaluru +49 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
282,Afcons Infrastructure,4.2,3k,8.5k,Engineering & Construction,Mumbai +122 other locations,"Job Security, Skill Development / Learning, Company Culture",
283,Future Group,4.2,3k,6.7k,Retail,Mumbai +207 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
284,Torrent Pharmaceuticals,4.0,3k,10.3k,Pharma,Ahmedabad +130 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
285,Ola Electric Mobility,3.3,3k,9.5k,Automobile,Bengaluru +429 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture"
286,IDFC FIRST Bharat,4.2,3k,5k,Financial Services,Chennai +431 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
287,ESAF Small Finance Bank,3.6,3k,7.4k,Banking,Thrissur +449 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
288,Square Yards,3.6,3k,9.3k,Internet,Gurugram +51 other locations,,"Job Security, Work Life Balance, Work Satisfaction"
289,HDFC Sales,3.9,3k,8.3k,Financial Services,Mumbai +346 other locations,"Company Culture, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
290,CMS IT Services,3.1,3k,9.4k,IT Services & Consulting,Mumbai +153 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
291,Zensar Technologies,3.7,3k,25.6k,IT Services & Consulting,Pune +29 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
292,I Process Services,3.8,3k,5.5k,Recruitment,Mumbai +406 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
293,DS Group,4.1,2.9k,7.3k,FMCG,Noida +284 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
294,ACC,3.9,2.9k,9.1k,Building Material,Mumbai +274 other locations,,"Promotions / Appraisal, Job Security"
295,Suzlon Group,4.0,2.9k,7.9k,Power,Pune +141 other locations,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits"
296,Tata Elxsi,3.5,2.9k,23.2k,IT Services & Consulting,Bengaluru +30 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
297,Eternal Limited,3.6,2.9k,14.7k,Internet,Gurugram +220 other locations,,"Job Security, Promotions / Appraisal, Work Life Balance"
298,Bharat Financial Inclusion,3.7,2.9k,5.2k,Financial Services,Hyderabad +501 other locations,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction"
299,Fujitsu,3.8,2.9k,17.5k,IT Services & Consulting,Pune +41 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
300,VVDN Technologies,3.6,2.9k,13.7k,IT Services & Consulting,Gurugram +49 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
301,Indus Towers,3.6,2.9k,9.2k,Telecom,Gurugram +242 other locations,,"Promotions / Appraisal, Job Security, Work Life Balance"
302,Shoppers Stop,4.0,2.9k,6.9k,Retail,Mumbai +82 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
303,Nokia,4.0,2.9k,16.6k,Telecom,Bengaluru +167 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
304,Apollo Tyres,4.0,2.9k,10k,Auto Components,Chennai +179 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
305,Yazaki,3.9,2.9k,9k,Auto Components,Pune +94 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
306,IKS Health,3.6,2.9k,11.3k,Healthcare,Mumbai +31 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
307,Shree Cement,3.8,2.8k,9.9k,Building Material,Beawar +257 other locations,,"Promotions / Appraisal, Job Security"
308,Fiserv,2.9,2.8k,17.7k,FinTech,Pune +33 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
309,Britannia,4.0,2.8k,8.4k,FMCG,Pune +307 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
310,Zepto,3.5,2.8k,9.4k,Internet,Bengaluru +104 other locations,,"Job Security, Company Culture, Work Life Balance"
311,Tata Electronics,3.9,2.8k,11.5k,Semiconductors,Hosur +52 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
312,UnitedHealth,4.0,2.8k,14.1k,Healthcare,Hyderabad +18 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
313,Landmark Group,3.8,2.8k,9.4k,Retail,Bengaluru +175 other locations,Job Security,Promotions / Appraisal
314,SRF,4.1,2.8k,8.9k,Chemicals,Bharuch +68 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
315,Dalmia Bharat Cement,3.9,2.8k,5k,Building Material,Guwahati +254 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
